WE1_counts	WE2_counts	M1_counts	M2_counts	M3_counts
YML032C	1475	2403	2355	2276	1696
YLR146C	3983	4527	4761	5153	4085
YGR059W	30	30	75	248	65
YDL193W	3010	3155	4277	4187	2873
YBR052C	1916	3653	6585	3620	4756
YER134C	1410	1731	1985	1759	1527
YNL088W	6309	6150	8478	8347	5642
YER161C	1632	2108	2007	1929	1426
YBR083W	461	635	648	687	568
YBR285W	50	46	103	81	62
YDR461C-A	33	58	17	10	4
YBR058C-A	2254	1972	941	859	750
YOR042W	2323	3197	4044	3803	2893
YCR079W	681	1817	1233	944	1002
YDR164C	2011	2444	3559	3202	2485
YKL033W	1688	2641	2496	2760	1813
YNL046W	760	1446	1185	926	962
YJL107C	499	1156	1738	1548	1041
YPL181W	1923	2121	2557	2526	1909
YDL106C	991	1561	1945	1869	1463
YHR081W	2620	1958	2158	2660	1610
YPL014W	502	1063	2597	2188	1475
YDL179W	999	1692	1487	1562	1182
YER056C	56643	59155	56238	47751	43904
YML063W	189181	234418	247379	236467	197960
YLR417W	1082	1684	1619	1373	1208
YNR034W-A	19	45	30	16	24
YLR084C	4354	5961	4851	5080	3462
YMR080C	9747	14122	17181	18208	13253
YMR037C	2492	3558	5580	5489	4101
YGL025C	424	791	643	739	407
YML121W	1811	1716	2679	2407	2117
YPR007C	14	46	2	4	2
YMR117C	489	693	800	866	599
YDL124W	518	1683	1766	758	1111
YDR257C	2430	2463	4400	4822	3148
YGR266W	2635	4649	5206	5390	3911
YHR163W	10455	28785	15039	14351	12209
YNR061C	8283	10309	7995	8175	5857
YDR261W-B	139	92	0	0	0
YLR272C	2674	3988	4801	5305	3374
YOR005C	850	900	1229	1212	822
YDL226C	2866	4993	6277	6057	4342
YKL059C	963	1277	1211	1059	763
YGL092W	10204	12275	13597	14879	9869
YCL039W	959	1457	1550	1333	1146
YGR136W	2367	3800	3221	2870	2337
YDR513W	2658	5178	6519	4656	4560
YGL047W	832	1137	1482	1121	1068
YKL084W	1369	1005	788	677	656
YNL079C	14570	18254	13973	12736	11437
YFL051C	670	76	3301	758	2206
YJL125C	3748	3634	3161	7319	2471
YBR107C	785	1395	1269	1099	917
YBL090W	1570	2264	2977	2615	2156
YKL142W	1754	2115	4354	2527	3346
YPL049C	1475	2418	1072	1239	644
YOR110W	1198	1555	2490	2265	1727
YJL070C	598	1213	1140	603	732
YPL036W	681	1111	376	533	320
YIR003W	1445	2145	2873	2765	2008
YDR322W	2008	2490	3587	3373	2632
YGL227W	1423	1807	2312	1620	1486
YOR350C	860	1289	1333	1223	809
YHL024W	284	473	502	321	302
YER142C	263	191	265	229	220
YGR036C	1598	1523	1800	2540	1388
YDR536W	255	509	625	544	433
YHR199C-A	97	145	115	129	73
YAL001C	1780	1147	2954	2413	1972
YAL054C	470	695	1010	855	798
YHR155W	2475	4017	4082	5361	2673
YOL102C	1812	1615	2065	2218	1594
YBR252W	4004	4581	8170	6400	6099
YBR225W	841	1681	1561	1263	1057
YIL110W	3598	4467	4590	5431	3392
YBR169C	368	621	1042	610	743
YMR305C	19113	53427	54290	54606	37272
YJL085W	1339	1558	2343	2076	1438
YEL065W	14227	19571	1423	5126	1004
YEL055C	14270	14692	16548	18518	12595
YPR193C	25	141	217	166	129
YML013W	2032	3450	2898	3139	1975
YPL077C	110	266	253	225	167
YLL058W	686	929	1448	1077	1112
YDR428C	1732	1974	2827	2346	1888
YJL181W	858	1519	1655	2159	1273
YOR210W	3691	3589	3038	3547	2608
YBL034C	1865	2815	3616	3471	2526
YOL008W	979	1144	1704	1648	1322
YER077C	3106	3839	2583	2528	1660
YBR089C-A	1611	3045	3192	2290	2319
YKR083C	509	360	561	516	400
YMR209C	4184	3733	3980	4761	2785
YER128W	301	304	447	410	303
YLR061W	74158	84341	81153	75105	64128
YKL214C	1544	1830	2730	2268	1819
YOL088C	2711	3695	4222	4290	3024
YKR095W	7287	7541	8589	9039	5319
YMR223W	1725	2004	2747	3008	2168
YGR010W	854	1353	1226	1802	946
YEL020C	987	1369	1655	1455	1138
YCR016W	5556	3529	3441	4103	2717
YJL028W	1	4	0	0	0
YMR154C	682	1020	1538	1195	985
YGL186C	6669	7459	5001	4327	3466
YGL131C	1109	2075	2126	1877	1505
YKL185W	4280	6221	6501	6674	4704
YGL091C	1534	2488	2245	2289	1899
YML079W	2237	3393	3464	2768	2780
YMR049C	17288	16102	16860	22110	12380
YFL041W-A	31	69	65	59	57
YOR166C	1130	1366	1822	1622	1341
YPL257W-B	0	0	0	0	0
YGR285C	28905	31150	28812	28155	18816
YPR068C	577	408	850	821	704
YDR374W-A	422	411	675	564	486
YOR236W	2571	1996	1275	1017	1094
YMR176W	2189	3035	3116	3043	2316
YCL063W	2360	2984	2911	2986	2281
YER048C	4815	5261	6700	5978	4609
YDR107C	1425	2122	2349	2056	1857
YLL005C	1791	2052	2568	2165	1678
YOR148C	755	887	631	652	541
YLR047C	924	3513	2521	1885	1730
YDL147W	7902	7656	12791	12482	8858
YMR063W	266	437	324	403	195
YMR014W	6016	6080	4950	6373	3984
YBL008W-A	12	24	37	55	28
YDR263C	604	1211	281	212	202
YIL137C	3594	5089	9500	8736	6730
YBR119W	333	423	1087	862	800
YFL016C	2232	5518	2932	3617	1796
YJL162C	735	690	446	696	338
YDR085C	666	1480	1561	1221	1041
YNL032W	1640	1769	2041	2006	1634
YDR350C	1451	2910	1720	1580	1388
YDR070C	0	57	56	10	41
YJL006C	891	792	1120	1135	839
YOR281C	2829	2577	3030	2784	2161
YHR023W	4284	5272	5049	4753	3034
YER095W	5732	14797	14419	10333	11116
YLR170C	1351	1474	1399	1258	1112
YML086C	10310	14597	18984	20206	12399
YKR030W	2100	2076	3451	3259	2379
YDL207W	2744	3211	3721	3514	2820
YLR211C	140	160	214	211	136
YHR182W	800	1193	800	1163	582
YBR122C	3512	5005	4678	4253	3600
YHR001W	1832	2863	4150	3800	2775
YDR477W	4658	5483	7027	6659	4806
YBR199W	2607	11276	14962	13650	9858
YIL042C	310	637	790	565	600
YIL035C	4298	4104	6571	6377	4771
YIL159W	1664	1606	1816	1926	1027
YLR346C	60	78	11	11	1
YJR106W	911	1952	2010	1823	1385
YKL010C	5936	8939	8394	8048	6255
YGR177C	4839	4460	2549	2081	1757
YIR019C	1382	362	278197	21466	216857
YKL045W	2313	2538	3347	3143	2419
YJR022W	174	186	317	252	193
YGL206C	10933	15724	26164	21485	18656
YPR043W	60786	66850	63160	52908	47296
YLR364W	593	610	964	961	784
YJR124C	7096	8726	6829	8768	4787
YOR377W	2069	1849	2744	2594	2176
YLL026W	2102	8769	7946	6025	5207
YCL002C	4066	6483	4492	3663	3684
YGL108C	651	714	785	635	648
YDR388W	3894	6018	6922	5857	4160
YGR199W	5079	7302	8953	8126	5942
YHL050C	582	816	664	604	392
YGR082W	4579	7569	9212	10564	6676
YDR436W	913	1964	2359	1644	1772
YPL189W	704	1002	1374	1419	1017
YKL116C	1898	3440	3695	3952	2657
YOR319W	1115	1236	1286	1348	968
YGR119C	4371	4792	5992	5973	4120
YAR066W	14	88	0	0	0
YDR181C	1165	1289	1606	1536	1266
YOL127W	138120	167399	165027	155992	131494
YNL224C	1541	1847	2086	1976	1506
YAL020C	725	814	719	586	448
YBR275C	2447	3114	3838	4617	2533
YBL013W	9	178	202	177	83
YOR187W	24160	54476	50479	40768	33670
YOR292C	979	1333	2111	1272	1347
YMR217W	66718	70879	89804	101701	68545
YGL035C	1978	2450	2463	4002	1710
YCR024C-A	13667	12692	13817	11165	8928
YDR494W	2831	3403	4343	4167	3202
YGR246C	1272	1632	2079	1804	1316
YPL242C	5326	7583	7696	7507	5065
YPR027C	262	147	104	121	118
YDR206W	5482	6519	8182	8956	5797
YDL024C	19	22	8	2	0
YMR239C	3509	2746	3057	3902	2061
YLR028C	8196	12546	15991	13219	11571
YBR081C	3660	5240	5444	5171	3947
YDR028C	4827	7163	8746	7353	5255
YHR105W	111	180	286	270	206
YHR035W	357	391	595	598	352
YOR358W	374	613	944	924	823
YDL079C	682	1039	1225	838	1027
YGL188C-A	74	57	60	45	30
YNL180C	1934	2219	4357	3399	3190
YDR162C	891	1083	1091	1175	885
YJL101C	5440	7010	7523	8467	5198
YBL069W	1726	2036	3135	2565	2019
YNL040W	774	459	3595	2867	2611
YJL049W	715	595	1182	1009	740
YOR129C	1654	2408	2324	2452	1615
YBR010W	23550	21340	31046	30223	23721
YDL104C	639	1070	1141	1140	803
YKL119C	1806	1965	2313	2157	1320
YPL016W	3697	5126	2960	3599	1978
YKL162C	80	183	382	279	239
YLR086W	3302	3916	3076	3305	2151
YER054C	70	235	163	89	136
YKR015C	317	808	769	576	483
YML030W	993	1783	2347	1723	1568
YML065W	3176	3530	3953	4092	2820
YER001W	17009	19173	44395	55422	29201
YLR285C-A	1349	1087	810	998	780
YGL023C	2022	2918	2634	3720	1658
YPR009W	2815	2217	2048	1935	1380
YMR115W	2146	2473	2999	2826	1885
YDL126C	24669	46655	48889	46305	35776
YGR264C	25515	32691	41049	45705	31894
YGL258W-A	3	0	0	0	0
YIL129C	4637	9472	9976	9736	7145
YPL169C	3414	4174	5970	5734	4003
YHR161C	966	1981	2226	2229	1602
YDL224C	3471	6151	8203	7571	5719
YLR225C	1822	1644	2369	1883	1634
YGL090W	424	572	633	650	422
YGR134W	3489	4354	4300	4535	3138
YLR270W	1283	1616	4409	3622	2996
YGR169C	884	1237	1076	962	867
YKL086W	10	20	13	3	7
YFL057C	0	0	0	0	0
YFL028C	2501	3237	3298	3327	2760
YBR105C	757	945	2900	2857	2342
YDR371W	1346	1354	1106	960	634
YDR456W	7019	9609	11185	9565	7610
YDR324C	8518	7598	10603	13834	7900
YJL072C	580	618	884	698	542
YOR112W	1910	2234	3573	2966	2275
YPR132W	104219	118077	114629	104056	92858
YKL144C	2091	2150	2424	2975	2092
YNL175C	14168	13515	9105	10950	7304
YLR307W	3	6	2	0	2
YOR356W	2725	10129	8468	7829	5268
YGR152C	3373	2904	3494	3413	2510
YAR027W	0	387	0	0	0
YHL026C	3339	2994	1565	2241	1159
YGL221C	4556	8677	7846	7080	6452
YGR034W	96793	123472	117583	150977	95740
YJR147W	1903	3211	2253	1851	1640
YHR128W	15294	18809	21649	30172	17436
YDR538W	1072	1008	4318	3364	2941
YCL011C	11342	12959	12976	13662	9458
YIL112W	3147	3824	3800	3293	2633
YDR501W	193	488	1085	882	684
YOL104C	2	6	10	8	6
YOR343W-B	88	380	18	48	12
YNR028W	4362	4274	5592	4992	3994
YAL056W	790	957	1978	1479	1272
YBR250W	74	43	52	25	20
YKL071W	705	1381	1277	1448	828
YPL134C	521	895	1278	1245	1126
YJL087C	1924	2173	3125	3924	2201
YPL143W	73571	97444	96359	81486	75278
YGL174W	1049	1249	1030	979	712
YOR216C	2444	2511	2884	2765	1777
YEL057C	716	728	171	204	168
YBL036C	3874	4365	4520	4579	3440
YGR183C	935	2654	5667	3837	4047
YPR191W	7062	22657	23954	19764	16825
YDL049C	223	313	405	372	307
YHR068W	19252	23614	26263	27503	22327
YER071C	892	1098	1181	1057	878
YNL272C	2111	2372	3531	3220	2333
YBR048W	72423	106991	103777	95163	71255
YKR081C	13434	12297	11395	14394	9343
YOR338W	158	225	93	147	161
YJL183W	16667	17937	16247	27385	11930
YBL059C-A	635	983	996	720	683
YIL065C	786	1385	810	712	626
YOL031C	2859	3692	4562	3729	3069
YIR041W	0	0	0	0	0
YNL258C	3464	3781	4548	4229	3372
YJR094W-A	40551	56874	44151	40733	38662
YKL216W	39958	37546	31743	26874	25545
YMR175W-A	5	7	4	2	2
YGR012W	2164	2760	2279	4351	1473
YPL041C	871	1583	1317	1008	919
YNL098C	3362	5066	12304	7899	7879
YKL023C-A	2064	2560	3207	2916	2432
YKR097W	8	40	94	40	39
YML102W	1554	2439	2590	1964	1836
YJL047C-A	43	36	64	44	69
YGR270W	5717	7252	6665	6641	4612
YDR049W	2176	2904	2953	3157	2127
YER100W	2169	2275	3573	2983	2583
YJL026W	26135	49985	25205	16782	17593
YCR018C	167	25	36	48	58
YBL075C	1247	2012	1907	1512	1200
YOR160W	5724	6177	6575	6988	4643
YGL133W	4155	4984	5641	4983	4225
YMR261C	2919	5847	13653	8470	9020
YCR036W	2463	3744	3193	2385	2248
YGR287C	198	806	1440	843	1041
YMR170C	354	514	1131	942	848
YCL061C	1940	1742	2156	2170	1476
YOR238W	986	1246	1702	1470	1292
YDR101C	17912	17395	21012	25702	15226
YMR158C-A	33	29	46	33	51
YLR049C	1022	749	1794	1699	1333
YBR066C	596	513	363	307	216
YIL046W-A	0	0	17	12	0
YMR061W	3508	4279	5241	6068	3563
YJR002W	9027	9170	8881	12208	6530
YDL145C	17604	24199	37142	36265	25200
YNL061W	18299	19850	19890	22793	13459
YNL034W	122	38	26	4	8
YGL068W	4165	7401	8332	7004	6433
YGR161W-C	158	603	304	154	180
YIL135C	2090	2591	3121	2480	2104
YDR087C	5063	6752	6029	7736	4682
YMR294W	813	923	859	918	706
YDR265W	886	1406	1593	1536	1193
YER136W	6126	7765	16214	13597	11656
YDR072C	9240	10563	11608	8268	8020
YGR225W	16	14	24	38	30
YKL178C	18	9	21	16	16
YOL009C	651	832	1149	1017	847
YDR352W	5601	4154	4364	4154	3362
YKL129C	967	1959	2239	1707	1566
YDR316W	2745	3558	3059	3054	2028
YML051W	4631	7786	4208	3808	3147
YDR238C	15105	20886	28778	27226	21047
YHR184W	107	6	19	44	14
YFR024C-A	3205	5051	4207	3386	2751
YDR243C	821	1061	1508	1653	1131
YLR172C	10360	10438	9749	11523	7904
YEL076C-A	2	0	0	0	0
YLR213C	581	323	111	138	32
YKR036C	1842	2058	1901	2555	1371
YLR377C	105	175	281	209	218
YIL040W	1823	2035	2641	2579	2223
YDR471W	34774	47096	49045	43645	37554
YHR003C	4698	5745	5524	6133	3896
YAL019W	4818	2510	6279	7766	4459
YLR344W	39363	51050	54476	47089	42702
YLR449W	17362	19206	15725	18490	11409
YNL156C	4553	7079	8825	7458	6416
YBR219C	1243	1058	1128	1100	911
YGR169C-A	2079	2293	1623	1488	1090
YML123C	61004	58251	13880	24687	8839
YNR063W	453	509	210	369	127
YLR239C	929	1305	1231	1294	878
YJL160C	4	6	24	14	11
YPL075W	3330	4831	5814	4052	3801
YJR024C	4373	8313	6596	6708	5305
YBR142W	8300	6364	7809	11408	5917
YGR175C	39116	47725	39500	29278	33814
YIR017C	78	195	193	89	143
YDR338C	1532	2636	2793	2805	1951
YKL187C	195	246	488	473	378
YJR126C	7552	9175	9897	8971	6926
YDR012W	76869	139613	125310	94536	89384
YOL152W	418	355	474	416	291
YOL125W	3272	2837	3042	3470	2284
YGR203W	766	1221	1032	753	878
YHL003C	7626	8236	11557	10068	7435
YDR034C-D	82	348	0	0	2
YOR371C	1546	2824	2470	2839	2070
YDR034C-A	7	2	0	0	0
YJR104C	21310	39505	38346	37659	25154
YER180C-A	234	168	181	159	106
YGR080W	1519	2148	3297	4396	2624
YGR084C	2438	3447	3098	4570	2208
YDR183W	634	614	851	781	643
YDR138W	2038	2409	3486	3536	2328
YOR317W	5255	9562	16584	11023	12871
YBR299W	89	97	257	213	200
YAR064W	234	100	26	25	13
YAL022C	4341	3173	3690	3584	2575
YOL078W	1304	1969	2201	2128	1491
YGL153W	882	1133	1719	1601	1179
YNL291C	4826	6574	4189	5430	2938
YJR010C-A	1220	1408	1773	1676	1498
YMR211W	1956	1899	2252	2713	1807
YOR185C	380	833	1152	701	810
YOR244W	1362	1506	1829	1786	1407
YEL003W	2546	2084	1989	2378	1440
YDR503C	1185	2066	2067	1745	1570
YGL037C	813	3511	13628	8832	10069
YPL244C	4969	5925	5103	5141	4023
YDR492W	10445	7982	12331	8656	10413
YGR240C	59351	89399	121682	90314	90693
YGL049C	4683	5484	7895	6766	5231
YPR052C	11341	14986	16023	13561	12922
YPR025C	1166	1291	1452	1600	1074
YBR087W	2420	3085	3461	3493	2269
YDR446W	135	32	177	185	140
YMR242W-A	9	9	52	35	30
YHR107C	4627	5327	6905	6736	4807
YAR002W	3261	1970	5481	5570	3999
YMR237W	5572	7368	9966	8831	7650
YDR026C	2270	2692	2619	2561	1862
YEL029C	2511	2172	2055	2092	1664
YOL012C	3780	4525	5824	4870	4507
YPL219W	450	822	1340	832	899
YPL262W	7525	14872	15655	11597	11326
YGL129C	2641	3816	4962	4636	3437
YPL020C	1559	1459	1789	2034	1198
YLR289W	461	1004	1082	1009	617
YCL040W	837	4629	30033	6473	20630
YJL103C	351	1096	923	479	657
YNL042W	732	725	827	807	566
YNL308C	21878	16748	13840	17113	10361
YPL010W	8002	9493	12013	10119	9571
YHR058C	948	1080	870	871	745
YJR049C	1814	2091	2678	2321	1839
YPR112C	12724	10404	10389	13713	8496
YPR169W	8492	7913	7077	8559	5693
YHR085W	2789	1884	2590	3302	2058
YML067C	6635	7018	8486	7397	6019
YER052C	9046	13097	13428	12612	10354
YLR080W	57	26	107	81	102
YER003C	13995	20444	29000	23181	22430
YOR058C	2190	2565	3140	2543	2032
YKR017C	603	918	1449	1230	1126
YLR413W	87330	95322	40499	30584	31086
YBR029C	10632	11087	12752	13315	9001
YGR127W	654	932	947	685	636
YMR113W	1424	1860	2200	2109	1645
YMR084W	6	93	86	57	24
YNL021W	1491	1868	3466	3354	2403
YGL021W	3898	5116	4935	6902	3222
YHR021C	83393	103025	115752	89804	96588
YHR072W-A	13447	12679	12380	11771	9917
YHR167W	799	797	1118	1967	1152
YKL146W	4475	6922	5371	4933	3632
YLR227C	2093	1953	2354	2288	1824
YKL080W	20546	21973	31322	28198	24291
YGL096W	272	450	151	154	58
YFL055W	190	674	0	0	0
YKL160W	5475	6236	5361	5499	4040
YDL091C	1223	1138	1955	1857	1250
YHR198C	1163	1670	1992	2937	1478
YJL129C	8308	10198	8718	13695	5963
YLR209C	2260	3424	4249	3697	3255
YMR026C	1475	1838	2165	2024	1521
YJL074C	3823	3952	4372	4388	2909
YNL177C	3358	4674	4649	3837	3100
YOR114W	427	413	557	534	350
YDR326C	7202	6898	8846	9461	5607
YPR134W	575	839	920	549	717
YFR039C	2663	3134	3430	3261	2387
YHL020C	1362	2195	2464	1728	1454
YIL009W	3699	4816	4768	4574	3891
YFR042W	1495	2689	2250	1874	1679
YOR066W	872	1856	1511	1385	1169
YOR354C	3687	6046	8213	7889	5745
YGL223C	1398	1938	2083	1926	1557
YOR036W	711	1235	1573	1074	1120
YGR032W	2128	6787	3662	5864	2743
YJR145C	179619	255342	229266	212922	191630
YGL076C	82686	101809	103346	97806	86731
YGR132C	3918	6687	8395	7927	5916
YLR415C	28	77	5	1	0
YBR256C	4169	5579	5398	4361	4131
YKL073W	8925	10404	11843	11594	7591
YNL130C	7416	11114	12822	10585	9294
YPL141C	1377	2924	2235	2416	1516
YHR151C	2725	4009	3313	4770	2732
YJL081C	3079	3502	4564	4530	3259
YOR304C-A	544	655	708	656	568
YMR318C	12028	25363	26721	20039	21894
YCL018W	2673	1667	8040	4195	6754
YGR181W	1633	2463	1718	1659	1409
YOR214C	3	17	1	0	1
YGL176C	1083	1534	1428	1444	1051
YBL030C	27803	88453	96801	87099	59509
YPL229W	240	464	836	679	575
YNL270C	79	252	11	17	10
YLL054C	1093	1700	562	881	420
YOR381W	1281	1177	968	986	764
YER073W	3232	4598	5284	3682	3880
YLR012C	0	1	0	4	0
YLR065C	5645	4993	6231	5992	4685
YBR046C	303	856	1750	1153	1127
YNR040W	549	1236	1077	1011	824
YIL067C	2489	3062	3104	3002	2140
YHR020W	48638	66980	61393	60871	49774
YIL089W	204	284	345	317	278
YOL033W	1282	1681	1888	1670	1256
YBR238C	2958	4034	5323	4684	4290
YGR049W	8581	10569	4638	6590	3254
YOR293C-A	456	211	469	389	345
YKR099W	3166	2687	3360	3811	2538
YML100W	356	3917	22335	4164	13824
YOR144C	1463	1470	2030	1966	1505
YMR158W	495	913	1192	916	803
YJL024C	1180	1155	1879	1669	1361
YDR519W	3903	5054	5662	5019	4635
YER102W	38379	40273	108166	100072	82841
YER019W	3124	4753	4804	3826	3358
YMR263W	702	919	542	491	424
YKR069W	677	838	948	918	628
YJL217W	0	0	0	0	0
YLR129W	13007	12551	13111	16589	10090
YNR032C-A	903	1071	987	1079	863
YOR298W	172	590	333	302	213
YMR172W	1118	1396	1447	1511	901
YCR034W	22919	27893	34324	35845	24996
YCR043C	4176	6312	3786	3913	3283
YLL009C	726	1580	1466	1091	975
YBR131W	481	502	991	1031	641
YMR258C	2002	3040	4488	3477	3321
YBR060C	2799	3766	3037	2710	2154
YDR103W	212	465	156	105	99
YMR018W	52	62	39	53	37
YOR181W	1035	1380	1401	1329	868
YIR023W	1687	2444	2091	2339	1660
YKR043C	11812	17717	11337	11855	9461
YER053C-A	386	2979	4049	3179	2924
YMR067C	1275	1925	2536	2717	1401
YDL143W	17012	22039	25030	26155	19432
YKR034W	11	7	4	5	10
YHR044C	161	242	530	473	375
YCL021W-A	8	20	9	3	2
YGL197W	3471	8142	7681	6712	5449
YPR060C	4104	3519	5552	5891	4153
YNL036W	1707	2247	1601	1375	1365
YFL012W	2	3	1	2	0
YMR296C	14507	16500	14473	14633	9201
YDR267C	2793	3543	4181	4584	3392
YJL208C	4146	4148	4881	9081	3351
YOR162C	1179	1788	1291	1226	850
YMR098C	2683	4061	3753	3618	2416
YMR045C	814	0	0	0	0
YJL002C	24202	23786	38826	33912	24181
YPR159W	16496	32532	34855	28764	25382
YGR223C	628	798	1311	1129	1060
YDR074W	2011	8479	34519	8816	23264
YJR097W	1149	709	791	1199	676
YPR075C	2819	4239	3788	3620	2741
YML053C	606	843	698	733	705
YER099C	3378	3938	3984	3820	3420
YHR186C	3022	5072	5595	8413	3905
YLR174W	464	1435	401	382	294
YJR120W	688	1030	1363	1750	1086
YOR017W	2140	3094	2666	2897	1809
YHR005C	41	122	85	114	60
YDR473C	1374	1352	1371	1396	981
YLR393W	229	623	574	666	314
YDR310C	5421	6382	7051	7036	5258
YBR217W	297	306	409	419	299
YNL154C	7904	10233	11658	10877	8392
YNR065C	1553	12644	2799	2012	2213
YIL046W	3083	5174	4013	3654	2786
YFR009W	12517	16400	16434	16358	12071
YNL101W	3807	6334	5831	5660	4156
YDR081C	1757	2417	3248	3527	2354
YJL137C	842	1164	2176	2348	1625
YCL009C	19690	32710	22166	19363	13291
YBR115C	11906	6802	7784	8795	5648
YIR015W	429	505	226	199	171
YDR448W	1268	1638	1612	1321	1226
YJR111C	1189	1386	1203	1269	1023
YLR360W	2219	2916	2604	2108	1806
YKL181W	33990	41117	37917	41157	30134
YPR096C	8	31	35	26	18
YNL293W	1140	1967	1616	1568	1230
YNL092W	85	169	322	119	229
YML125C	14491	14643	3652	4028	2534
YLR251W	259	504	625	365	451
YDR182W-A	395	506	309	284	197
YGR086C	18346	35237	60047	76723	42928
YPL106C	63296	71584	85254	78864	61122
YGL151W	3175	4001	4926	5202	3505
YJR091C	3976	5959	6471	5359	4549
YBR271W	2731	2519	2219	2789	1663
YBL017C	19207	20403	21954	23229	14127
YAL024C	2257	1664	2517	2765	1860
YOR348C	95	550	959	451	675
YJL197W	5469	7164	9265	14776	6657
YMR213W	1330	1327	1149	1142	850
YBR233W-A	444	420	858	791	648
YDL006W	2127	2642	3006	2946	2455
YDR505C	1242	2518	3239	2096	2171
YHR132W-A	1195	1506	1924	2380	1411
YGR068C	761	1138	1102	1899	768
YNL216W	4569	6086	7248	7248	5236
YPL246C	8891	12328	11745	10192	8377
YOR246C	5102	8356	7068	6688	5442
YGL039W	2606	2195	1155	1767	798
YER066W	184	287	387	246	233
YEL001C	11963	9854	17569	15927	12021
YML054C-A	52	71	38	49	35
YMR235C	16174	17764	23566	24179	17371
YHR109W	588	927	1110	855	752
YPL270W	4587	7811	6857	6792	4348
YHL001W	33301	47059	29404	31211	25114
YOR373W	1202	2007	2625	2184	1811
YPL260W	2890	4115	5539	5085	3787
YOL010W	5079	3837	5540	6832	4564
YOR228C	302	717	1126	657	691
YMR111C	445	526	751	582	484
YMR144W	824	845	1336	1081	881
YCL042W	8	68	768	153	438
YCR088W	5327	6093	9020	7524	5840
YDR208W	3929	6349	7119	6641	5176
YHR087W	63	303	5162	1528	3985
YBR014C	1923	2051	3092	2695	2023
YPL012W	21015	17777	22882	34317	16686
YPR133W-A	2817	4012	5335	3526	3509
YDL108W	1334	1638	2052	1991	1720
YPR110C	18242	17385	16228	20163	12701
YOL103W-B	1	0	0	0	0
YCR073W-A	1116	2464	2877	2403	1922
YJL177W	41283	37078	45453	60737	33508
YDR119W	21693	26218	23809	24272	17434
YLR411W	12598	7997	4741	7311	3215
YDR490C	1189	2027	2382	1999	1751
YER005W	3512	4109	5490	5004	4277
YPL034W	429	401	488	466	324
YDL028C	1482	2061	2243	2278	1737
YER050C	1140	1838	1610	1501	1282
YCR008W	8159	10095	9191	8013	7039
YOR192C-C	0	0	0	0	0
YOR192C-B	16	190	4	10	4
YLR119W	395	437	514	421	338
YLR082C	470	327	620	665	450
YER190W	20	0	58	77	56
YLR035C	434	752	812	691	646
YDL122W	12105	10480	9541	12701	6766
YDL188C	3984	5673	6518	6026	5305
YMR086W	4427	4578	6705	5344	4329
YOR034C-A	198	200	252	202	191
YIL125W	6270	15159	20605	17081	13021
YNL097C-B	64	83	127	123	88
YKL148C	7902	21791	13151	6348	8901
YJL076W	8583	11959	11219	11516	7649
YIL077C	520	945	1361	1060	1006
YHR165C	8308	14706	11154	18703	7966
YKL028W	2052	2357	2653	2643	1794
YLR221C	5040	3342	4546	5802	3540
YPL165C	323	728	484	281	358
YKL082C	12476	9604	7169	8931	5860
YKL166C	2646	2530	2602	2937	2011
YDL093W	3259	4138	3450	3227	2262
YMR024W	4344	6617	7105	7020	4781
YPL038W	639	747	631	671	527
YOR116C	13411	18422	18531	22391	13840
YLR207W	3399	4834	5743	6282	3961
YFR040W	3900	4965	6820	6676	4798
YIL007C	490	962	908	804	715
YHL022C	40	24	35	46	26
YOR061W	5622	6102	6708	6821	4986
YGR030C	1052	801	909	1546	789
YOR034C	4356	5012	6137	5243	4557
YGL094C	3871	5011	7013	7485	5207
YJR059W	2338	5014	6539	5073	4735
YGR130C	3470	5908	9723	5902	6423
YGR165W	3749	5818	5891	5257	4131
YGL066W	1402	1854	1442	1298	968
YBR254C	1162	1501	1535	1592	1360
YBR136W	1875	3702	2854	3160	1891
YER088C	3309	6111	6283	5754	4223
YJL083W	598	1388	969	803	668
YPL138C	998	1180	1270	1074	853
YJL141C	1094	3018	3816	3307	2237
YKL075C	1895	1850	2079	2040	1501
YPL147W	381	294	359	380	228
YOR261C	7252	7770	8817	8365	6215
YGL170C	1315	1265	577	923	440
YDR056C	2172	3642	3391	3196	2406
YDR390C	3316	4037	2733	3045	2126
YOR383C	15768	8564	199	168	142
YBL032W	5005	6610	7388	7069	5004
YIL021W	3690	4326	5455	5447	4392
YHL048W	0	0	2686	2268	1940
YLR010C	180	174	304	237	264
YNL209W	238300	348568	313079	274735	235843
YIL061C	596	688	874	810	569
YBL009W	3382	2938	5284	5791	3753
YNR046W	4430	6061	3849	4394	2960
YHR026W	17223	19438	20984	19948	15530
YER078W-A	9	8	5	1	2
YNL254C	677	849	896	965	571
YDR197W	1402	1817	1830	2110	1396
